Iteracion	Nombre	Promedio	Desviacion	Error(2sigma/raiz(n)*promedio)
Test 0
Occupation In
1	AVL_Time_deleting(2^13)	0.0	0.0	NaN
1	SPL_Time_deleting(2^13)	0.5	0.7071067811865476	2.0
1	VEB_Time_deleting(2^13)	0.5	0.7071067811865476	2.0
1	ABB_Time_deleting(2^12)	1.0	0.0	0.0
1	AVL_Time_deleting(2^12)	0.0	0.0	NaN
1	SPL_Time_deleting(2^12)	0.0	0.0	NaN
1	VEB_Time_deleting(2^12)	0.0	0.0	NaN
1	ABB_Time_deleting(2^11)	0.0	0.0	NaN
1	AVL_Time_deleting(2^11)	0.0	0.0	NaN
1	SPL_Time_deleting(2^11)	0.5	0.7071067811865476	2.0
1	VEB_Time_deleting(2^11)	0.0	0.0	NaN
1	ABB_Time_deleting(2^10)	0.0	0.0	NaN
1	AVL_Time_deleting(2^10)	0.0	0.0	NaN
1	SPL_Time_deleting(2^10)	0.0	0.0	NaN
1	VEB_Time_deleting(2^10)	0.0	0.0	NaN
1	ABB_Time_erased	0.5	0.7071067811865476	2.0
1	AVL_Time_erased	0.0	0.0	NaN
1	SPL_Time_erased	1.0	0.0	0.0
1	VEB_Time_erased	0.0	0.0	NaN
TIME successful search
1	ABB_Time_successfulSearch(2^10)	3.5	3.5355339059327378	1.4285714285714286
1	AVL_Time_successfulSearch(2^10)	3.0	1.4142135623730951	0.6666666666666666
1	SPL_Time_insert(2^10)	4.0	2.8284271247461903	1.0
1	VEB_Time_insert(2^10)	0.5	0.7071067811865476	2.0
1	ABB_Time_successfulSearch(2^11)	1.5	0.7071067811865476	0.6666666666666666
1	AVL_Time_successfulSearch(2^11)	2.0	0.0	0.0
1	SPL_Time_insert(2^11)	1.5	0.7071067811865476	0.6666666666666666
1	VEB_Time_insert(2^11)	0.0	0.0	NaN
1	ABB_Time_successfulSearch(2^12)	1.5	0.7071067811865476	0.6666666666666666
1	AVL_Time_successfulSearch(2^12)	1.5	0.7071067811865476	0.6666666666666666
1	SPL_Time_insert(2^12)	1.0	0.0	0.0
1	VEB_Time_insert(2^12)	0.0	0.0	NaN
1	ABB_Time_successfulSearch(2^13)	1.0	0.0	0.0
1	AVL_Time_successfulSearch(2^13)	1.5	0.7071067811865476	0.6666666666666666
1	SPL_Time_insert(2^13)	1.0	0.0	0.0
1	VEB_Time_insert(2^13)	0.0	0.0	NaN
1	ABB_Time_successfulSearch(2^14)	1.0	0.0	0.0
1	AVL_Time_successfulSearch(2^14)	1.0	0.0	0.0
1	SPL_Time_insert(2^14)	1.0	0.0	0.0
1	VEB_Time_insert(2^14)	0.0	0.0	NaN
1	ABB_Time_successfulSearch(2^15)	0.5	0.7071067811865476	2.0
1	AVL_Time_successfulSearch(2^15)	1.0	0.0	0.0
1	SPL_Time_insert(2^15)	1.0	0.0	0.0
1	VEB_Time_insert(2^15)	0.0	0.0	NaN
TIME unfavorable search
1	ABB_Time_unfavorableSearch(2^10)	4.0	5.656854249492381	2.0
1	AVL_Time_unfavorableSearch(2^10)	2.5	0.7071067811865476	0.4
1	SPL_Time_unfavorableSearch(2^10)	0.5	0.7071067811865476	2.0
1	VEB_Time_unfavorableSearch(2^10)	1.0	0.0	0.0
1	ABB_Time_unfavorableSearch(2^11)	1.0	0.0	0.0
1	AVL_Time_unfavorableSearch(2^11)	1.5	0.7071067811865476	0.6666666666666666
1	SPL_Time_unfavorableSearch(2^11)	1.0	0.0	0.0
1	VEB_Time_unfavorableSearch(2^11)	0.0	0.0	NaN
1	ABB_Time_unfavorableSearch(2^12)	0.0	0.0	NaN
1	AVL_Time_unfavorableSearch(2^12)	1.0	0.0	0.0
1	SPL_Time_unfavorableSearch(2^12)	1.0	0.0	0.0
1	VEB_Time_unfavorableSearch(2^12)	0.0	0.0	NaN
1	ABB_Time_unfavorableSearch(2^13)	0.5	0.7071067811865476	2.0
1	AVL_Time_unfavorableSearch(2^13)	0.5	0.7071067811865476	2.0
1	SPL_Time_unfavorableSearch(2^13)	1.0	0.0	0.0
1	VEB_Time_unfavorableSearch(2^13)	0.5	0.7071067811865476	2.0
1	ABB_Time_unfavorableSearch(2^14)	1.0	0.0	0.0
1	AVL_Time_unfavorableSearch(2^14)	0.5	0.7071067811865476	2.0
1	SPL_Time_unfavorableSearch(2^14)	1.0	0.0	0.0
1	VEB_Time_unfavorableSearch(2^14)	0.0	0.0	NaN
1	ABB_Time_unfavorableSearch(2^15)	1.0	0.0	0.0
1	AVL_Time_unfavorableSearch(2^15)	0.5	0.7071067811865476	2.0
1	SPL_Time_unfavorableSearch(2^15)	1.0	0.0	0.0
1	VEB_Time_unfavorableSearch(2^15)	0.0	0.0	NaN
Test 2
Occupation In
2	ABB_OccIn(2^10)	65552.0	0.0	0.0
2	AVL_OccIn(2^10)	73989.33333333333	190.88565512718168	0.0029790208779314972
2	SPL_OccIn(2^10)	32824.0	0.0	0.0
2	VEB_OccIn(2^10)	16.0	0.0	0.0
2	ABB_OccIn(2^11)	131088.0	0.0	0.0
2	AVL_OccIn(2^11)	148202.66666666666	201.32891827388664	0.0015686263651722592
2	SPL_OccIn(2^11)	65592.0	0.0	0.0
2	VEB_OccIn(2^11)	16.0	0.0	0.0
2	ABB_OccIn(2^12)	262160.0	0.0	0.0
2	AVL_OccIn(2^12)	296160.0	465.6522307473679	0.0018155351213583375
2	SPL_OccIn(2^12)	131128.0	0.0	0.0
2	VEB_OccIn(2^12)	16.0	0.0	0.0
2	ABB_OccIn(2^13)	524304.0	0.0	0.0
2	AVL_OccIn(2^13)	592613.3333333334	817.3061441915956	0.0015925120000428144
2	SPL_OccIn(2^13)	262200.0	0.0	0.0
2	VEB_OccIn(2^13)	16.0	0.0	0.0
2	ABB_OccIn(2^14)	1048592.0	0.0	0.0
2	AVL_OccIn(2^14)	1184885.3333333333	1320.9774159058636	0.0012873256934004304
2	SPL_OccIn(2^14)	524333.3333333334	18.475208614068023	4.068658614113159E-5
2	VEB_OccIn(2^14)	16.0	0.0	0.0
2	ABB_OccIn(2^15)	2097168.0	0.0	0.0
2	AVL_OccIn(2^15)	2371269.3333333335	1807.527961978274	8.80184077570774E-4
2	SPL_OccIn(2^15)	1048621.3333333333	18.475208614068023	2.0344172538927305E-5
2	VEB_OccIn(2^15)	16.0	0.0	0.0
Occupation Out
